bc_acc,bc_dec,b_speed_c1,b_speed_c2,alpha_acc,alpha_dec,beta_acc,beta_dec,gamma_acc,gamma_dec,lamda_acc_p,lamda_dec_n,dn,sigma_acc,sigma_dec,sigma_dn,b_space_headway_c1,b_space_headway_c2
0.874,-4.213,-1.031,-1.425,-30.607,1.392,7.64,0.283,-1.512,1.404,-0.138,1.808,1.156,-1.334,0.095,-0.519,0.0,0.0
0.8740015920832612,-4.213000975609461,-1.0309990432530207,-1.4249996188581115,-30.606999996257443,1.3920000272458066,7.640000012425285,0.28300009910287904,-1.5120000212577174,1.4039998988012896,-0.1379999592809923,1.8080002696137238,1.1559891910495803,-1.3339999041905701,0.09499633783424355,-0.5190018476249751,-0.0023747509433716552,0.0034354275009734698
0.8741590312837996,-4.2131044388919365,-1.030903114519065,-1.4249655254287479,-30.60700306215642,1.3919907752858274,7.639990961957293,0.2829814098823906,-1.511987893947316,1.4040265773187661,-0.13799857404605884,1.8079982275035436,1.1554647923254842,-1.3341316398447385,0.09486061469197545,-0.5186344036235686,-0.0013552342820861273,0.005181443076175712
0.8747794812329573,-4.213980090919616,-1.0305258887072892,-1.4246827480539197,-30.607015181549194,1.3919141025385677,7.639955222015803,0.2828259056388487,-1.5119399637625333,1.4042483391901288,-0.13799289665535786,1.8079812047258923,1.15182467293824,-1.3346641613287908,0.0937350480830933,-0.5158514067282446,-0.00161881329778087,0.006042394763232331
0.8811100926887838,-4.221007065528253,-1.0290825249865587,-1.423718508290256,-30.607176832633392,1.393473170771498,7.63951036615638,0.28558801013234536,-1.5113412405084508,1.4002346556366339,-0.13782137876923056,1.809081796912603,1.1434273881536787,-1.3523887806692794,0.10416362584228654,-0.512976822298218,-0.002869774190928639,0.0071588606922615965
0.8960110553348892,-4.241464765582823,-1.0318340943060014,-1.4213953634529066,-30.607281807402906,1.3908704566494534,7.639433092304802,0.27841863913021575,-1.5111521249067175,1.4103058403318098,-0.13709580344942232,1.8039949308025203,1.142907004497729,-1.403502378585649,0.09247316727438365,-0.5138675444610996,-0.005038611593927195,0.008701572201854971
0.8972836686934805,-4.245759625290476,-1.034256365574242,-1.4215717367333363,-30.607108866538272,1.390808478624507,7.64003721365024,0.2776727564029992,-1.5119026968336153,1.4113111986326463,-0.13690146075937834,1.8031302331408021,1.1393826065813815,-1.4055302824773106,0.09149054312229056,-0.5188599425685122,-0.00514748436036065,0.008829388783113169
0.8987822590078733,-4.257310510672872,-1.0421415230046602,-1.4227573911242375,-30.60659897429955,1.3917502312638632,7.641826718189525,0.27770182127170556,-1.5140945241020833,1.4110703841044798,-0.13629518254929973,1.801775599088907,1.139920493012521,-1.405110868767577,0.09176057355835109,-0.5188555803283109,-0.004975770743357735,0.009171000808629282
0.906347325315635,-4.287128021249554,-1.0462666146404638,-1.428580152286143,-30.60861860862095,1.3953328262505456,7.636314109978197,0.2788598322157433,-1.5057328669683654,1.408732690412364,-0.13346799380539584,1.798117501125283,1.1431882209603041,-1.399886993215917,0.08986783196218996,-0.520854996726211,-0.004872124990756209,0.009648294820373299
0.925432971698774,-4.341328439875898,-1.037555412726261,-1.4401569714358429,-30.609004647629387,1.400211951456477,7.6364382763703205,0.2764145013870116,-1.5042527524433638,1.4107703640425988,-0.12933762004676444,1.7876691417629882,1.1507005063336728,-1.3871322850154917,0.0913189790465994,-0.5240228832184766,-0.005039639174283118,0.010211649792650952
