bc_acc,bc_dec,b_speed_c1,b_speed_c2,alpha_acc,alpha_dec,beta_acc,beta_dec,gamma_acc,gamma_dec,lamda_acc_p,lamda_dec_n,dn,sigma_acc,sigma_dec,sigma_dn,b_space_headway_c1,b_space_headway_c2
0.9619832676627948,-4.438443884791774,-1.0165170682374098,-1.4607841986926797,-30.607603822477788,1.415772759296073,7.643176684893362,0.2847703348079177,-1.5104139173551974,1.3959289659881409,-0.12302214243822608,1.7779244949385278,1.1658292492046078,-1.3666148685842923,0.07801460084736507,-0.533048941308781,-0.005457717440367435,0.011112718355004058
0.9673936977934356,-4.473662349289924,-1.006732194014248,-1.3971977060168348,-30.609056586131338,1.435562080793502,7.642423121120022,0.2767745600058671,-1.5073063819714756,1.393788423125347,-0.14385768295756363,1.7797934703940659,1.1734016641153882,-1.3554507568518837,0.07751170665781067,-0.5374021013789053,-0.00517270144914883,0.011761401171391668
0.995782811239554,-4.477141575237086,-1.0148216837841444,-1.3929491494033828,-30.61131486735955,1.468206915290045,7.641417629859255,0.2675811900530682,-1.5045682553969355,1.392047100985527,-0.17200879966027072,1.7660846035805937,1.1747193843142338,-1.348580633548408,0.07677078001988874,-0.5370597539955552,-0.005815121203593303,0.01178617151410468
0.9776229543082462,-4.4973150659027015,-1.010374173085755,-1.4052580339272958,-30.614992185944736,1.5203808214506325,7.641713954442552,0.258597569629851,-1.5043786786049218,1.3940831616053142,-0.1956425974948182,1.7437609896334156,1.1720180782020784,-1.351247488868041,0.07651024707793605,-0.5356891543536607,-0.005448955604219853,0.01284427762110601
0.988957809489873,-4.5180274590286675,-1.013964215237952,-1.4045146408205242,-30.622953253194122,1.5807664218895245,7.641732894950461,0.27121915032611654,-1.5104390357431698,1.4224323153744314,-0.11950121500021402,1.7411546602014054,1.1700780766218388,-1.3466447192387565,0.07786511869357277,-0.5335776485476812,-0.005807063258386992,0.014041181748009472
1.0181562363106162,-4.611345732390812,-1.014186907567108,-1.4850844239142131,-30.640796689121043,1.414375858523929,7.643219579902574,0.38038523754619347,-1.5038870370475426,1.5609351347742895,-0.20305473426486598,1.9972079405340555,1.1735987871063218,-1.328548045293072,0.09276477134630437,-0.5336834857495526,-0.0062242620109214135,0.016397053667410684
1.030308487011538,-4.667214235082747,-1.016827728369758,-1.520402035058781,-30.668303248393585,1.18257010614644,7.659288090225153,0.10690069205645619,-1.5008755445164224,1.2970121621921906,-0.1457432557542653,2.004970818318136,1.1713873602207416,-1.3217958237943697,0.09534623202846348,-0.5312975774325618,-0.0065887159782348536,0.018682651465592517
1.0324211143750237,-4.67608295980178,-1.0179163989754678,-1.5111830583797166,-30.676246038143667,1.1225798699927447,7.664262347411243,0.12303827939646057,-1.498856630957812,1.2549626469057458,-0.1422265678641292,1.931679534942842,1.1703806792361213,-1.3207952040382631,0.09240571055126781,-0.5304137208419301,-0.006683146208917162,0.019272048772720415
1.032743017890121,-4.687275924462204,-1.0203023305087986,-1.512894102283842,-30.69626515986293,1.295969968395694,7.675349446566494,0.15458175221540404,-1.4959786244485,1.3266891455975351,-0.13163837860615352,1.908903034922723,1.16758779703703,-1.3218859731218966,0.09234480181861184,-0.5284810846967515,-0.006836968654568992,0.020274162263946818
1.026500381541388,-4.683543768685997,-1.026961094813741,-1.492301972208199,-30.781456331587506,1.486044207437999,7.681153426728632,0.26439037206800425,-1.5129703560176766,1.3918990202576023,-0.12497145970529322,1.756310320877755,1.1593053544317593,-1.3284918310575113,0.08601427297096179,-0.5229318249254479,-0.007125183276742151,0.022033348648168815
1.020801977551035,-4.677005944073535,-1.0297518969739923,-1.49541585763244,-30.85136063769493,1.5805838494889182,7.750471484319222,0.2811198083052986,-1.4802608164666564,1.4370298826828432,-0.12448715635123682,1.7472811374486292,1.1544376730775707,-1.3334367355331989,0.08717207711627853,-0.519456709981302,-0.00726907978384055,0.02277513953813653
1.0184132596271085,-4.673391654625445,-1.030538088304202,-1.496302978543273,-30.93381713934938,1.5831455808920265,7.697529922676652,0.2826863313640888,-1.538269851081343,1.437216688703141,-0.12992261252615814,1.7406200779153114,1.1531377489708283,-1.334606194708612,0.08747266174900335,-0.5184677672063485,-0.007278497478902657,0.0228745281727052
1.0171139370434048,-4.669748928759971,-1.0311462633430761,-1.4963278675540312,-30.98214082934915,1.5776391584112046,7.748253927019711,0.2825271675014477,-1.5131694841833487,1.4346054053959587,-0.12910264614043257,1.7390173197344974,1.152439156934581,-1.335609975495839,0.0876304155545391,-0.5180270738875806,-0.007283823222603022,0.022848748002081046
1.0163976687512932,-4.667094933712984,-1.0314461598841396,-1.4963952676075105,-31.107098579582658,1.5755407421879333,7.801818198976245,0.2821277954762207,-1.504132268623831,1.4339234440255169,-0.12936442569136716,1.740137478738802,1.15201418201958,-1.336138650238958,0.08770930642009597,-0.5177503600588876,-0.007290917293886636,0.022808160235557814
1.015734228362701,-4.6641905448119365,-1.0317444675471394,-1.4965822855278983,-31.377683026455266,1.5729163601141514,7.889126805753926,0.2816326130782383,-1.5049965128590495,1.4328269441110544,-0.130764648433099,1.7408793733360888,1.151540960007584,-1.3366437765946395,0.0878010975541852,-0.5174459135267633,-0.007305846738480885,0.022767001032200824
1.0155005260923575,-4.661548673518198,-1.031967558391407,-1.4967373405445612,-31.91416023892204,1.5702302695682298,8.039143108785318,0.2810193651882784,-1.5230719360266232,1.4317273351430426,-0.1341259701428672,1.7418977981143702,1.1511294509402386,-1.336953168063581,0.08788325239033073,-0.5171936552260255,-0.007336686203303379,0.022726455076624245
1.0168100481444229,-4.6619836849721255,-1.031763378457068,-1.496745414422102,-32.786166695472225,1.5708137850662316,8.255772924654552,0.2807583715109835,-1.5712937118110435,1.4320638866584725,-0.14039643525339351,1.742949262433194,1.151276658131422,-1.3363766917438828,0.08785433860063831,-0.5173192428829259,-0.0073889145610396886,0.022718748523426886
1.0185419800501638,-4.665631929637777,-1.0312802073814662,-1.4965509516546922,-33.068359473326396,1.5737745458859722,8.308395786441414,0.2811722627985459,-1.5985910336263847,1.4333651382050228,-0.14328193820259158,1.7426658563001753,1.1519403379286086,-1.335365098106573,0.0877287790345553,-0.5177551460698294,-0.007407974549627461,0.02275685195077192
1.0196970209684284,-4.668687315901612,-1.030951579659971,-1.4963010118419093,-33.131523140204116,1.5760404147725606,8.30689844539936,0.2815687818527536,-1.6141052111919347,1.4342275113052043,-0.14411240390691066,1.7418948821317524,1.152463277379664,-1.3346500937106485,0.08761750166713261,-0.5180966872238918,-0.007410722438233014,0.022795572944754986
1.0198031449653082,-4.669151551516853,-1.0309064466533258,-1.4962758710369233,-33.10662348622093,1.5765524541315048,8.297868786235952,0.2816657269578344,-1.614819115086976,1.434444672787613,-0.14378625364154912,1.7417785004869273,1.1525381056524615,-1.3345630059933542,0.08759924976791049,-0.5181454398199534,-0.0074083140658662726,0.022802241033405682
1.0197830439994464,-4.669209958611691,-1.03090525777943,-1.4962710472727068,-33.07979132097333,1.576871025194053,8.290450466954674,0.28173481623013585,-1.6139413157735305,1.4346211839050096,-0.14340633867236213,1.7417956282776552,1.152545657633858,-1.3345673704198964,0.08760071620858753,-0.5181513099848561,-0.007406563121728041,0.022803688217679245
1.0197816405737763,-4.669206311508463,-1.0309056237431737,-1.4962713414855675,-33.07918965786123,1.5768385426091696,8.290332306372749,0.2817275518775309,-1.613884205908319,1.4346032378229996,-0.14340474339489304,1.7417929555915217,1.1525452621893097,-1.3345680164310831,0.08760069114310225,-0.5181509866284487,-0.007406529004951251,0.022803569665797035
1.019779138559444,-4.6691950779680385,-1.0309065757046194,-1.4962726749406965,-33.07927707769251,1.5767597364693144,8.290451465449856,0.28170986322628233,-1.6138143123971556,1.434559538316176,-0.14341617101776274,1.7417864374078125,1.1525437945477262,-1.3345695676709664,0.08760067413261222,-0.5181498956712931,-0.007406547016782294,0.022803275856262722
1.019773646799749,-4.669176545974838,-1.030908271375271,-1.4962801359751063,-33.07897376017797,1.5766333378166693,8.290675619518284,0.28168841248873416,-1.6135725804036092,1.4344981755387298,-0.14342907651653505,1.7417860719735692,1.1525407797514053,-1.3345730977976937,0.08760115280291482,-0.5181475792457303,-0.007406570468914356,0.022802838229903234
1.0197736465842167,-4.669176545230497,-1.030908271430564,-1.4962801360322833,-33.07897375199019,1.5766333366429495,8.290675621932404,0.28168841218416735,-1.6135725766437379,1.4344981749003356,-0.14342907653405576,1.7417860720078875,1.1525407796385327,-1.334573097948544,0.08760115282238833,-0.5181475791718347,-0.007406570469983274,0.022802838219042172
1.0197736449115091,-4.669176537364127,-1.030908272309683,-1.4962801365216334,-33.07897375727728,1.5766333499848135,8.290675607923314,0.2816884159552295,-1.6135725889131252,1.434498188911049,-0.1434290779906015,1.7417860877791196,1.1525407785760478,-1.3345730995554999,0.08760115351794388,-0.5181475785634936,-0.007406570488539841,0.02280283811612799
1.0197736412539349,-4.6691765222588995,-1.0309082738880677,-1.4962801343611594,-33.07897373811827,1.576633362776087,8.290675573127379,0.2816884214615957,-1.613572611496289,1.4344982005634817,-0.14342908189769493,1.7417860963900098,1.1525407764685873,-1.3345731027030152,0.0876011539429565,-0.5181475773331394,-0.0074065705151099125,0.022802837955289635
1.019773640247809,-4.669176516371983,-1.0309082747438896,-1.4962801299683046,-33.078973744506385,1.5766333660490213,8.290675569020733,0.28168842173494196,-1.613572617317444,1.4344982028037983,-0.14342908097654886,1.7417860994272465,1.152540775853132,-1.334573103766846,0.08760115401061078,-0.5181475770203958,-0.007406570517484437,0.022802837893406987
1.0197708290474476,-4.669159044029625,-1.0309106108673887,-1.4962669758540834,-33.079047655228585,1.576654327148348,8.290692185626959,0.2816927756029037,-1.613581351127564,1.4345099557796532,-0.14343069340592843,1.7417925047645346,1.1525389511741109,-1.3345761996988648,0.08760113136195254,-0.5181466046155287,-0.007406589277592182,0.022802663847642388
